-280,-650
-50,0:dirt_block
-49,0:dirt_block
-48,0:dirt_block
-47,0:dirt_block
-46,0:grass_block
-45,0:dirt_block
-44,0:grass_block
-43,0:dirt_block
-42,0:dirt_block
-41,0:dirt_block
-40,0:grass_block
-38,0:grass_block
-37,0:dirt_block
-36,0:dirt_block
-35,0:dirt_block
-34,0:dirt_block
-33,0:dirt_block
-32,0:dirt_block
-31,0:grass_block
-30,0:grass_block
-29,0:grass_block
-28,0:grass_block
-27,0:dirt_block
-26,0:grass_block
-25,0:grass_block
-24,0:dirt_block
-23,0:grass_block
-22,0:grass_block
-21,0:grass_block
-20,0:grass_block
-19,0:dirt_block
-18,0:grass_block
-17,0:dirt_block
-16,0:grass_block
-15,0:grass_block
-14,0:dirt_block
-13,0:dirt_block
-12,0:grass_block
-11,0:grass_block
-10,0:grass_block
-9,0:grass_block
-8,0:grass_block
-7,0:grass_block
-6,0:grass_block
-5,0:dirt_block
-4,0:grass_block
-2,0:gold_block
-1,0:diamond_block
1,0:diamond_block
2,0:gold_block
3,0:dirt_block
4,0:dirt_block
5,0:grass_block
6,0:grass_block
7,0:grass_block
8,0:grass_block
9,0:grass_block
10,0:grass_block
11,0:grass_block
12,0:grass_block
13,0:dirt_block
14,0:dirt_block
15,0:grass_block
16,0:grass_block
17,0:grass_block
18,0:grass_block
19,0:grass_block
21,0:grass_block
22,0:grass_block
23,0:grass_block
24,0:grass_block
25,0:grass_block
26,0:grass_block
27,0:grass_block
28,0:grass_block
29,0:grass_block
30,0:grass_block
31,0:grass_block
32,0:grass_block
33,0:grass_block
34,0:grass_block
35,0:grass_block
36,0:grass_block
37,0:grass_block
38,0:grass_block
39,0:grass_block
40,0:grass_block
41,0:grass_block
42,0:grass_block
43,0:grass_block
44,0:grass_block
45,0:grass_block
46,0:grass_block
47,0:grass_block
48,0:grass_block
49,0:grass_block
-50,1:dirt_block
-49,1:dirt_block
-48,1:dirt_block
-47,1:dirt_block
-46,1:dirt_block
-45,1:dirt_block
-44,1:dirt_block
-43,1:dirt_block
-42,1:dirt_block
-41,1:dirt_block
-40,1:dirt_block
-39,1:grass_block
-38,1:dirt_block
-37,1:dirt_block
-36,1:dirt_block
-35,1:dirt_block
-34,1:dirt_block
-33,1:dirt_block
-32,1:dirt_block
-28,1:dirt_block
-26,1:stone_block
-25,1:stone_block
-23,1:stone_block
-22,1:dirt_block
-21,1:dirt_block
-20,1:dirt_block
-19,1:dirt_block
-18,1:dirt_block
-17,1:dirt_block
-16,1:dirt_block
-15,1:dirt_block
-14,1:dirt_block
-13,1:dirt_block
-12,1:dirt_block
-11,1:dirt_block
-10,1:dirt_block
-9,1:dirt_block
-8,1:dirt_block
-7,1:dirt_block
-6,1:dirt_block
-5,1:dirt_block
-4,1:dirt_block
-3,1:dirt_block
-2,1:gold_block
-1,1:diamond_block
0,1:diamond_block
1,1:diamond_block
2,1:gold_block
3,1:dirt_block
4,1:dirt_block
5,1:dirt_block
6,1:dirt_block
7,1:dirt_block
8,1:dirt_block
9,1:dirt_block
10,1:dirt_block
11,1:dirt_block
12,1:dirt_block
13,1:dirt_block
14,1:dirt_block
15,1:dirt_block
16,1:dirt_block
17,1:dirt_block
18,1:dirt_block
19,1:dirt_block
21,1:dirt_block
22,1:dirt_block
23,1:dirt_block
24,1:dirt_block
25,1:dirt_block
26,1:dirt_block
27,1:dirt_block
28,1:dirt_block
29,1:dirt_block
30,1:dirt_block
31,1:dirt_block
32,1:dirt_block
33,1:dirt_block
34,1:dirt_block
35,1:dirt_block
36,1:dirt_block
37,1:dirt_block
38,1:dirt_block
39,1:dirt_block
40,1:dirt_block
41,1:dirt_block
42,1:dirt_block
43,1:dirt_block
44,1:dirt_block
45,1:dirt_block
46,1:dirt_block
47,1:dirt_block
48,1:dirt_block
49,1:dirt_block
-50,2:dirt_block
-49,2:dirt_block
-48,2:dirt_block
-47,2:dirt_block
-46,2:dirt_block
-45,2:dirt_block
-44,2:dirt_block
-43,2:dirt_block
-42,2:dirt_block
-41,2:dirt_block
-40,2:dirt_block
-39,2:dirt_block
-38,2:dirt_block
-37,2:dirt_block
-36,2:dirt_block
-35,2:dirt_block
-34,2:dirt_block
-33,2:dirt_block
-32,2:dirt_block
-31,2:dirt_block
-30,2:dirt_block
-29,2:dirt_block
-28,2:dirt_block
-27,2:dirt_block
-26,2:dirt_block
-25,2:dirt_block
-24,2:grass_block
-23,2:dirt_block
-22,2:dirt_block
-21,2:dirt_block
-20,2:dirt_block
-19,2:dirt_block
-18,2:dirt_block
-17,2:dirt_block
-16,2:dirt_block
-15,2:dirt_block
-14,2:dirt_block
-13,2:dirt_block
-12,2:dirt_block
-11,2:dirt_block
-10,2:dirt_block
-9,2:dirt_block
-8,2:dirt_block
-7,2:dirt_block
-6,2:dirt_block
-5,2:dirt_block
-4,2:dirt_block
-3,2:dirt_block
-2,2:gold_block
-1,2:gold_block
0,2:gold_block
1,2:gold_block
2,2:gold_block
3,2:dirt_block
4,2:dirt_block
5,2:dirt_block
6,2:dirt_block
7,2:dirt_block
8,2:dirt_block
9,2:dirt_block
10,2:dirt_block
11,2:dirt_block
12,2:dirt_block
13,2:dirt_block
14,2:dirt_block
15,2:dirt_block
16,2:dirt_block
17,2:dirt_block
18,2:dirt_block
19,2:dirt_block
21,2:dirt_block
22,2:dirt_block
23,2:dirt_block
24,2:dirt_block
25,2:dirt_block
26,2:dirt_block
27,2:dirt_block
28,2:dirt_block
29,2:dirt_block
30,2:dirt_block
31,2:dirt_block
32,2:dirt_block
33,2:dirt_block
34,2:dirt_block
35,2:dirt_block
36,2:dirt_block
37,2:dirt_block
38,2:dirt_block
39,2:dirt_block
40,2:dirt_block
41,2:dirt_block
42,2:dirt_block
43,2:dirt_block
44,2:dirt_block
45,2:dirt_block
46,2:dirt_block
47,2:dirt_block
48,2:dirt_block
49,2:dirt_block
-50,3:dirt_block
-49,3:dirt_block
-48,3:dirt_block
-47,3:dirt_block
-46,3:dirt_block
-45,3:dirt_block
-44,3:dirt_block
-43,3:dirt_block
-42,3:dirt_block
-41,3:dirt_block
-40,3:dirt_block
-39,3:dirt_block
-38,3:dirt_block
-37,3:dirt_block
-36,3:dirt_block
-35,3:dirt_block
-34,3:dirt_block
-33,3:dirt_block
-32,3:dirt_block
-31,3:dirt_block
-30,3:dirt_block
-29,3:dirt_block
-28,3:dirt_block
-27,3:dirt_block
-26,3:dirt_block
-25,3:dirt_block
-24,3:dirt_block
-23,3:dirt_block
-22,3:dirt_block
-21,3:dirt_block
-20,3:dirt_block
-19,3:dirt_block
-18,3:dirt_block
-17,3:dirt_block
-16,3:dirt_block
-15,3:dirt_block
-14,3:dirt_block
-13,3:dirt_block
-12,3:dirt_block
-11,3:dirt_block
-10,3:dirt_block
-9,3:dirt_block
-8,3:dirt_block
-7,3:dirt_block
-6,3:dirt_block
-5,3:dirt_block
-4,3:dirt_block
-3,3:dirt_block
-2,3:dirt_block
0,3:dirt_block
1,3:dirt_block
2,3:dirt_block
3,3:dirt_block
4,3:dirt_block
5,3:dirt_block
6,3:dirt_block
7,3:dirt_block
8,3:dirt_block
9,3:dirt_block
10,3:dirt_block
11,3:dirt_block
12,3:dirt_block
13,3:dirt_block
14,3:dirt_block
15,3:dirt_block
16,3:dirt_block
17,3:dirt_block
18,3:dirt_block
19,3:dirt_block
20,3:grass_block
21,3:dirt_block
22,3:dirt_block
23,3:dirt_block
24,3:dirt_block
25,3:dirt_block
26,3:dirt_block
27,3:dirt_block
28,3:dirt_block
29,3:dirt_block
30,3:dirt_block
31,3:dirt_block
32,3:dirt_block
33,3:dirt_block
34,3:dirt_block
35,3:dirt_block
36,3:dirt_block
37,3:dirt_block
38,3:dirt_block
39,3:dirt_block
40,3:dirt_block
41,3:dirt_block
42,3:dirt_block
43,3:dirt_block
44,3:dirt_block
45,3:dirt_block
46,3:dirt_block
47,3:dirt_block
48,3:dirt_block
49,3:dirt_block
-50,4:stone_block
-49,4:stone_block
-48,4:stone_block
-47,4:stone_block
-46,4:stone_block
-45,4:stone_block
-44,4:stone_block
-43,4:stone_block
-42,4:stone_block
-41,4:stone_block
-40,4:stone_block
-39,4:stone_block
-38,4:stone_block
-37,4:stone_block
-36,4:stone_block
-35,4:stone_block
-34,4:stone_block
-33,4:stone_block
-32,4:stone_block
-31,4:stone_block
-30,4:stone_block
-29,4:stone_block
-28,4:stone_block
-27,4:stone_block
-26,4:stone_block
-25,4:stone_block
-24,4:stone_block
-23,4:stone_block
-22,4:stone_block
-21,4:stone_block
-20,4:stone_block
-19,4:stone_block
-18,4:stone_block
-17,4:stone_block
-16,4:stone_block
-15,4:stone_block
-14,4:stone_block
-13,4:stone_block
-12,4:stone_block
-11,4:stone_block
-10,4:stone_block
-9,4:stone_block
-8,4:stone_block
-7,4:stone_block
-6,4:stone_block
-5,4:stone_block
-4,4:stone_block
-3,4:stone_block
-2,4:stone_block
-1,4:stone_block
0,4:stone_block
1,4:stone_block
2,4:stone_block
3,4:stone_block
4,4:stone_block
5,4:stone_block
6,4:stone_block
7,4:stone_block
8,4:stone_block
9,4:stone_block
10,4:stone_block
11,4:stone_block
12,4:stone_block
13,4:stone_block
14,4:stone_block
15,4:stone_block
16,4:stone_block
17,4:stone_block
18,4:stone_block
19,4:stone_block
20,4:stone_block
21,4:stone_block
22,4:stone_block
23,4:stone_block
24,4:stone_block
25,4:stone_block
26,4:stone_block
27,4:stone_block
28,4:stone_block
29,4:stone_block
30,4:stone_block
31,4:stone_block
32,4:stone_block
33,4:stone_block
34,4:stone_block
35,4:stone_block
36,4:stone_block
37,4:stone_block
38,4:stone_block
39,4:stone_block
40,4:stone_block
41,4:stone_block
42,4:stone_block
43,4:stone_block
44,4:stone_block
45,4:stone_block
46,4:stone_block
47,4:stone_block
48,4:stone_block
49,4:stone_block
-50,5:stone_block
-49,5:stone_block
-48,5:stone_block
-47,5:stone_block
-46,5:stone_block
-45,5:stone_block
-44,5:stone_block
-43,5:stone_block
-42,5:stone_block
-41,5:stone_block
-40,5:stone_block
-39,5:stone_block
-38,5:stone_block
-37,5:stone_block
-36,5:stone_block
-35,5:stone_block
-34,5:stone_block
-33,5:stone_block
-32,5:stone_block
-31,5:stone_block
-30,5:stone_block
-29,5:stone_block
-28,5:stone_block
-27,5:stone_block
-26,5:stone_block
-25,5:stone_block
-24,5:stone_block
